2025-11-28 17:01:57|observacion|Me voy a por una birra
2025-11-28 17:03:00|comando|4:m
2025-11-28 17:03:01|comando|4:m
2025-11-28 17:03:01|comando|4:m
2025-11-28 17:04:25|observacion|hello bro
2025-11-28 17:04:47|observacion|yoyoyo Mr. White someone is at the door
2025-11-28 17:04:53|observacion|Who is it?
2025-11-28 17:04:56|observacion|yoyoyo Mr. White someone is at the door
2025-11-28 17:05:04|observacion|Jesse we have dementia
2025-11-28 17:05:06|observacion|yoyoyo Mr. White someone is at the door
2025-11-28 17:05:11|observacion|Who is it?
2025-11-28 17:05:13|observacion|yoyoyo Mr. White someone is at the door
2025-11-28 17:05:19|observacion|Jesse we have dementia
2025-11-28 17:05:57|alarma|Error sensor distancia
2025-11-28 17:20:56|comando|3:i
2025-11-28 17:21:09|comando|3:i
2025-11-28 17:21:10|comando|3:i
2025-11-28 17:21:10|comando|3:i
2025-11-28 17:22:16|comando|3:i
2025-11-28 17:22:19|comando|3:i
2025-11-28 17:22:58|comando|1:10000
2025-11-28 17:23:00|comando|1:10000
2025-11-28 17:23:03|comando|1:10000
2025-11-28 17:25:45|comando|3:i
2025-11-28 17:25:46|comando|3:i
2025-11-28 17:25:46|comando|3:i
2025-11-28 17:25:46|comando|3:i
2025-11-28 17:25:46|comando|3:i
2025-11-28 17:25:46|comando|3:i
2025-11-28 17:25:47|comando|3:i
2025-11-28 17:25:48|comando|3:i
2025-11-28 17:25:49|comando|3:i
2025-11-28 17:25:49|comando|3:i
2025-11-28 17:25:49|comando|3:i
2025-11-28 17:25:49|comando|3:i
2025-11-28 17:25:49|comando|3:i
2025-11-28 17:25:49|comando|3:i
2025-11-28 17:25:49|comando|3:i
2025-11-28 17:25:49|comando|3:i
2025-11-28 17:25:49|comando|3:i
2025-11-28 17:25:50|comando|3:i
2025-11-28 17:25:50|comando|3:i
2025-11-28 17:25:50|comando|3:i
2025-11-28 17:25:50|comando|3:i
2025-11-28 17:25:50|comando|3:i
2025-11-28 17:25:50|comando|3:i
2025-11-28 17:25:50|comando|3:i
2025-11-28 17:25:50|comando|3:i
2025-11-28 17:25:50|comando|3:i
2025-11-28 17:25:50|comando|3:i
2025-11-28 17:25:51|comando|3:i
2025-11-28 17:25:51|comando|3:i
2025-11-28 17:25:51|comando|3:i
2025-11-28 17:27:12|comando|3:i
2025-11-28 17:27:12|comando|3:i
2025-11-28 17:27:12|comando|3:i
2025-11-28 17:27:13|comando|3:i
2025-11-28 17:27:13|comando|3:i
2025-11-28 17:27:13|comando|3:i
2025-11-28 17:27:14|comando|3:i
2025-11-28 17:28:32|alarma|Mensajes corruptos reportados: 1
2025-11-28 17:38:54|comando|3:i
2025-11-28 17:40:41|comando|3:i
2025-11-28 17:41:06|comando|3:p
2025-11-28 17:41:07|comando|3:r
2025-11-28 17:42:29|observacion|Me voy a por un cfafé
2025-11-28 17:43:37|alarma|Error sensor temp/hum
2025-12-01 14:24:05|comando|3:i
2025-12-01 14:24:08|comando|3:i
2025-12-01 14:24:09|comando|3:i
2025-12-01 14:24:11|comando|3:i
2025-12-01 14:24:46|comando|3:i
2025-12-01 14:24:48|comando|3:i
2025-12-01 14:24:49|comando|3:i
2025-12-01 14:25:46|alarma|Error sensor distancia
2025-12-01 14:50:45|comando|4:m
2025-12-01 14:50:52|comando|3:i
2025-12-01 14:51:32|comando|3:i
2025-12-01 14:51:38|comando|3:i
2025-12-01 14:51:53|comando|3:i
2025-12-01 14:52:21|comando|3:i
2025-12-01 14:52:23|comando|3:i
2025-12-01 14:52:26|comando|3:i
2025-12-01 14:53:30|comando|3:i
2025-12-01 14:53:31|comando|3:i
2025-12-01 14:53:38|alarma|Mensajes corruptos reportados: 1
2025-12-01 14:54:19|comando|3:i
2025-12-01 14:54:35|comando|3:i
2025-12-01 14:54:37|comando|3:i
2025-12-01 14:54:39|comando|3:i
2025-12-01 14:54:40|comando|3:i
2025-12-01 14:54:41|comando|3:i
2025-12-01 14:54:55|comando|3:i
2025-12-01 15:14:23|comando|3:i
2025-12-01 15:14:25|comando|3:i
2025-12-01 15:14:26|comando|3:i
2025-12-01 15:14:27|comando|3:i
2025-12-01 15:14:34|comando|3:i
2025-12-01 15:14:35|comando|3:i
2025-12-01 15:14:37|comando|3:i
2025-12-01 15:14:54|comando|3:i
2025-12-01 15:14:55|comando|3:i
2025-12-01 15:15:31|comando|3:i
2025-12-01 15:15:32|comando|3:i
2025-12-01 15:15:32|comando|3:i
2025-12-01 15:15:32|comando|3:i
2025-12-01 15:15:32|comando|3:i
2025-12-01 15:15:33|comando|3:i
2025-12-01 15:15:33|comando|3:i
2025-12-01 15:15:33|comando|3:i
2025-12-01 15:15:33|comando|3:i
2025-12-01 15:15:33|comando|3:i
2025-12-01 15:15:34|comando|3:i
2025-12-01 15:15:34|comando|3:i
2025-12-01 15:15:34|comando|3:i
2025-12-01 15:15:34|comando|3:i
2025-12-01 15:15:34|comando|3:i
2025-12-01 15:15:58|comando|3:i
2025-12-01 15:16:09|comando|3:i
